rule_id,rule_text,rule_type,train_accuracy,val_accuracy,train_f1,val_f1,complexity,support,confidence,source_model,grammar_valid,dnf_valid,variables_used,n_predicates
DT_d4_r8,initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error > 1.815,fail,0.8938,0.8500,0.3704,0.0000,4,1,1.0000,decision_tree,True,True,initial_heading_error; obstacle_speed; obstacle_heading,4
DT_DNF_d4_fail,(initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed <= 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed > 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle > 2.8882) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error <= 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error > 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading > -0.6079),fail,0.8938,0.8500,0.3704,0.0000,29,8,0.7911,decision_tree_dnf,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed,29
DT_d5_r1,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278,fail,0.8938,0.8500,0.3704,0.0000,5,1,0.9875,decision_tree,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed; initial_speed,5
DT_d5_r2,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed > 2.278,fail,0.8938,0.8500,0.3704,0.0000,5,1,0.8889,decision_tree,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed; initial_speed,5
DT_d5_r3,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading <= -1.427,fail,0.8938,0.8500,0.3704,0.0000,5,1,1.0000,decision_tree,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed,5
DT_d5_r4,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading > -1.427,fail,0.8938,0.8500,0.3704,0.0000,5,1,0.6667,decision_tree,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed,5
DT_DNF_d5_fail,(initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed > 2.278) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading <= -1.427) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading > -1.427) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed <= 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed > 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle > 2.8882) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error <= 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error > 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading > -0.6079),fail,0.8938,0.8500,0.3704,0.0000,41,10,0.8048,decision_tree_dnf,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed; initial_speed,41
DT_dX_r1,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius <= 0.8522,fail,0.8938,0.8500,0.3704,0.0000,6,1,1.0000,decision_tree,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed; initial_speed; obstacle_radius,6
DT_dX_r2,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius > 0.8522 AND obstacle_heading <= -1.5518,fail,0.8938,0.8500,0.3704,0.0000,7,1,0.8000,decision_tree,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed; initial_speed; obstacle_radius,7
DT_dX_r3,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius > 0.8522 AND obstacle_heading > -1.5518,fail,0.8938,0.8500,0.3704,0.0000,7,1,1.0000,decision_tree,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed; initial_speed; obstacle_radius,7
DT_DNF_dX_fail,(initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius <= 0.8522) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius > 0.8522 AND obstacle_heading <= -1.5518) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius > 0.8522 AND obstacle_heading > -1.5518) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed > 2.278) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading <= -1.427) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading > -1.427) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed <= 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed > 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle > 2.8882) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error <= 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error > 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading > -0.6079),fail,0.8938,0.8500,0.3704,0.0000,56,12,0.8217,decision_tree_dnf,True,True,initial_heading_error; initial_distance_to_obstacle; obstacle_heading; obstacle_speed; initial_speed; obstacle_radius,56
RF_t17_r1,initial_heading_error <= 0.986 AND obstacle_speed <= 0.0913,fail,0.8750,0.9000,0.0000,0.0000,2,1,0.5714,random_forest,True,True,initial_heading_error; obstacle_speed,2
RF_t17_r2,initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle <= 1.4395,fail,0.8750,0.9000,0.0000,0.0000,3,1,1.0000,random_forest,True,True,initial_heading_error; obstacle_speed; initial_distance_to_obstacle,3
RF_t17_r3,initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle > 1.4395 AND obstacle_heading <= 0.2153,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.9828,random_forest,True,True,initial_heading_error; obstacle_speed; initial_distance_to_obstacle; obstacle_heading,4
RF_t17_r4,initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle > 1.4395 AND obstacle_heading > 0.2153,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.7500,random_forest,True,True,initial_heading_error; obstacle_speed; initial_distance_to_obstacle; obstacle_heading,4
RF_t17_r5,initial_heading_error > 0.986 AND initial_heading_error <= 1.4633,pass,0.8750,0.9000,0.0000,0.0000,2,1,0.6667,random_forest,True,True,initial_heading_error,2
RF_t17_r6,initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND initial_heading_error <= 1.9973,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.7333,random_forest,True,True,initial_heading_error,3
RF_t17_r7,initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND initial_heading_error > 1.9973,fail,0.8750,0.9000,0.0000,0.0000,3,1,1.0000,random_forest,True,True,initial_heading_error,3
RF_DNF_t17_fail,(initial_heading_error <= 0.986 AND obstacle_speed <= 0.0913) OR (initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle <= 1.4395) OR (initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle > 1.4395 AND obstacle_heading <= 0.2153) OR (initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle > 1.4395 AND obstacle_heading > 0.2153) OR (initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND initial_heading_error <= 1.9973) OR (initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND initial_heading_error > 1.9973),fail,0.8750,0.9000,0.0000,0.0000,19,6,0.8396,random_forest_dnf,True,True,initial_heading_error; obstacle_speed; initial_distance_to_obstacle; obstacle_heading,19
RF_t28_r1,initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading <= -1.0926 AND initial_distance_to_obstacle <= 2.0055,fail,0.8750,0.9000,0.0000,0.0000,4,1,1.0000,random_forest,True,True,initial_heading_error; obstacle_heading; initial_distance_to_obstacle,4
RF_t28_r2,initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading <= -1.0926 AND initial_distance_to_obstacle > 2.0055,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.8571,random_forest,True,True,initial_heading_error; obstacle_heading; initial_distance_to_obstacle,4
RF_t28_r3,initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading > -1.0926,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.6364,random_forest,True,True,initial_heading_error; obstacle_heading,3
RF_t28_r4,initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed <= 2.2711 AND obstacle_heading <= 2.4288,fail,0.8750,0.9000,0.0000,0.0000,4,1,1.0000,random_forest,True,True,initial_heading_error; initial_speed; obstacle_heading,4
RF_t28_r5,initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed <= 2.2711 AND obstacle_heading > 2.4288,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.8000,random_forest,True,True,initial_heading_error; initial_speed; obstacle_heading,4
RF_t28_r6,initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed > 2.2711 AND initial_speed <= 2.3621,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.8571,random_forest,True,True,initial_heading_error; initial_speed,4
RF_t28_r7,initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed > 2.2711 AND initial_speed > 2.3621,fail,0.8750,0.9000,0.0000,0.0000,4,1,1.0000,random_forest,True,True,initial_heading_error; initial_speed,4
RF_t28_r9,initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND obstacle_heading <= -1.0401,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.9286,random_forest,True,True,initial_heading_error; obstacle_heading,3
RF_t28_r10,initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND obstacle_heading > -1.0401,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.7500,random_forest,True,True,initial_heading_error; obstacle_heading,3
RF_DNF_t28_fail,(initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading <= -1.0926 AND initial_distance_to_obstacle <= 2.0055) OR (initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading <= -1.0926 AND initial_distance_to_obstacle > 2.0055) OR (initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading > -1.0926) OR (initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed <= 2.2711 AND obstacle_heading <= 2.4288) OR (initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed <= 2.2711 AND obstacle_heading > 2.4288) OR (initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed > 2.2711 AND initial_speed <= 2.3621) OR (initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed > 2.2711 AND initial_speed > 2.3621) OR (initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND obstacle_heading <= -1.0401) OR (initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND obstacle_heading > -1.0401),fail,0.8750,0.9000,0.0000,0.0000,33,9,0.8699,random_forest_dnf,True,True,initial_heading_error; obstacle_heading; initial_distance_to_obstacle; initial_speed,33
RF_t58_r1,initial_heading_error <= 0.9771 AND obstacle_heading <= 0.2202 AND obstacle_speed <= 1.0773,fail,0.8750,0.9000,0.0000,0.0000,3,1,1.0000,random_forest,True,True,initial_heading_error; obstacle_heading; obstacle_speed,3
RF_t58_r2,initial_heading_error <= 0.9771 AND obstacle_heading <= 0.2202 AND obstacle_speed > 1.0773,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.9231,random_forest,True,True,initial_heading_error; obstacle_heading; obstacle_speed,3
RF_t58_r3,initial_heading_error <= 0.9771 AND obstacle_heading > 0.2202 AND obstacle_speed <= 0.6532,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.6667,random_forest,True,True,initial_heading_error; obstacle_heading; obstacle_speed,3
RF_t58_r4,initial_heading_error <= 0.9771 AND obstacle_heading > 0.2202 AND obstacle_speed > 0.6532,fail,0.8750,0.9000,0.0000,0.0000,3,1,1.0000,random_forest,True,True,initial_heading_error; obstacle_heading; obstacle_speed,3
RF_t58_r5,initial_heading_error > 0.9771 AND initial_heading_error <= 1.278,pass,0.8750,0.9000,0.0000,0.0000,2,1,0.7778,random_forest,True,True,initial_heading_error,2
RF_t58_r6,initial_heading_error > 0.9771 AND initial_heading_error > 1.278 AND initial_distance_to_obstacle <= 1.9725,fail,0.8750,0.9000,0.0000,0.0000,3,1,1.0000,random_forest,True,True,initial_heading_error; initial_distance_to_obstacle,3
RF_t58_r7,initial_heading_error > 0.9771 AND initial_heading_error > 1.278 AND initial_distance_to_obstacle > 1.9725,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.5714,random_forest,True,True,initial_heading_error; initial_distance_to_obstacle,3
RF_DNF_t58_fail,(initial_heading_error <= 0.9771 AND obstacle_heading <= 0.2202 AND obstacle_speed <= 1.0773) OR (initial_heading_error <= 0.9771 AND obstacle_heading <= 0.2202 AND obstacle_speed > 1.0773) OR (initial_heading_error <= 0.9771 AND obstacle_heading > 0.2202 AND obstacle_speed <= 0.6532) OR (initial_heading_error <= 0.9771 AND obstacle_heading > 0.2202 AND obstacle_speed > 0.6532) OR (initial_heading_error > 0.9771 AND initial_heading_error > 1.278 AND initial_distance_to_obstacle <= 1.9725) OR (initial_heading_error > 0.9771 AND initial_heading_error > 1.278 AND initial_distance_to_obstacle > 1.9725),fail,0.8750,0.9000,0.0000,0.0000,18,6,0.8602,random_forest_dnf,True,True,initial_heading_error; obstacle_heading; obstacle_speed; initial_distance_to_obstacle,18
RF_t79_r1,obstacle_speed <= 0.3141 AND initial_distance_to_obstacle <= 2.2849 AND obstacle_heading <= -0.3483,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.5714,random_forest,True,True,obstacle_speed; initial_distance_to_obstacle; obstacle_heading,3
RF_t79_r2,obstacle_speed <= 0.3141 AND initial_distance_to_obstacle <= 2.2849 AND obstacle_heading > -0.3483,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.9333,random_forest,True,True,obstacle_speed; initial_distance_to_obstacle; obstacle_heading,3
RF_t79_r3,obstacle_speed <= 0.3141 AND initial_distance_to_obstacle > 2.2849,pass,0.8750,0.9000,0.0000,0.0000,2,1,0.6923,random_forest,True,True,obstacle_speed; initial_distance_to_obstacle,2
RF_t79_r4,obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error <= 0.9771,fail,0.8750,0.9000,0.0000,0.0000,3,1,1.0000,random_forest,True,True,obstacle_speed; initial_heading_error,3
RF_t79_r5,obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error > 0.9771 AND initial_heading_error <= 1.4854,pass,0.8750,0.9000,0.0000,0.0000,4,1,0.6667,random_forest,True,True,obstacle_speed; initial_heading_error,4
RF_t79_r6,obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error > 0.9771 AND initial_heading_error > 1.4854,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.9167,random_forest,True,True,obstacle_speed; initial_heading_error,4
RF_t79_r7,obstacle_speed > 0.3141 AND obstacle_speed > 1.0953 AND obstacle_speed <= 1.1682,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.8235,random_forest,True,True,obstacle_speed,3
RF_t79_r8,obstacle_speed > 0.3141 AND obstacle_speed > 1.0953 AND obstacle_speed > 1.1682,fail,0.8750,0.9000,0.0000,0.0000,3,1,0.6000,random_forest,True,True,obstacle_speed,3
RF_DNF_t79_pass,(obstacle_speed <= 0.3141 AND initial_distance_to_obstacle > 2.2849) OR (obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error > 0.9771 AND initial_heading_error <= 1.4854),pass,0.8750,0.9000,0.0000,0.0000,6,2,0.6795,random_forest_dnf,True,True,obstacle_speed; initial_distance_to_obstacle; initial_heading_error,6
RF_DNF_t79_fail,(obstacle_speed <= 0.3141 AND initial_distance_to_obstacle <= 2.2849 AND obstacle_heading <= -0.3483) OR (obstacle_speed <= 0.3141 AND initial_distance_to_obstacle <= 2.2849 AND obstacle_heading > -0.3483) OR (obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error <= 0.9771) OR (obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error > 0.9771 AND initial_heading_error > 1.4854) OR (obstacle_speed > 0.3141 AND obstacle_speed > 1.0953 AND obstacle_speed <= 1.1682) OR (obstacle_speed > 0.3141 AND obstacle_speed > 1.0953 AND obstacle_speed > 1.1682),fail,0.8750,0.9000,0.0000,0.0000,19,6,0.8075,random_forest_dnf,True,True,obstacle_speed; initial_distance_to_obstacle; obstacle_heading; initial_heading_error,19
RF_t86_r1,obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed <= 0.4698 AND obstacle_radius <= 0.5553,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.5714,random_forest,True,True,obstacle_speed; initial_distance_to_obstacle; obstacle_radius,4
RF_t86_r2,obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed <= 0.4698 AND obstacle_radius > 0.5553,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.9394,random_forest,True,True,obstacle_speed; initial_distance_to_obstacle; obstacle_radius,4
RF_t86_r3,obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed > 0.4698 AND initial_speed <= 1.882,fail,0.8750,0.9000,0.0000,0.0000,4,1,1.0000,random_forest,True,True,obstacle_speed; initial_distance_to_obstacle; initial_speed,4
RF_t86_r4,obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed > 0.4698 AND initial_speed > 1.882,fail,0.8750,0.9000,0.0000,0.0000,4,1,0.9091,random_forest,True,True,obstacle_speed; initial_distance_to_obstacle; initial_speed,4
RF_t86_r5,obstacle_speed <= 1.172 AND initial_distance_to_obstacle > 2.8598,fail,0.8750,0.9000,0.0000,0.0000,2,1,0.7143,random_forest,True,True,obstacle_speed; initial_distance_to_obstacle,2
RF_t86_r6,obstacle_speed > 1.172,pass,0.8750,0.9000,0.0000,0.0000,1,1,0.5714,random_forest,True,True,obstacle_speed,1
RF_DNF_t86_fail,(obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed <= 0.4698 AND obstacle_radius <= 0.5553) OR (obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed <= 0.4698 AND obstacle_radius > 0.5553) OR (obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed > 0.4698 AND initial_speed <= 1.882) OR (obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed > 0.4698 AND initial_speed > 1.882) OR (obstacle_speed <= 1.172 AND initial_distance_to_obstacle > 2.8598),fail,0.8750,0.9000,0.0000,0.0000,18,5,0.8268,random_forest_dnf,True,True,obstacle_speed; initial_distance_to_obstacle; obstacle_radius; initial_speed,18
