rule_id,rule_type,rule_text,total_runs,n_mismatches,decisiveness,false_positive_rate,false_negative_rate,true_positives,true_negatives,false_positives,false_negatives,accuracy,grammar_valid,meets_criteria
DT_DNF_d5_fail,fail,(initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed > 2.278) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading <= -1.427) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading > -1.427) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed <= 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed > 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle > 2.8882) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error <= 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error > 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading > -0.6079),155,149,0.0387,0.9613,0.0000,0,6,149,0,0.0387,True,True
DT_dX_r1,fail,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius <= 0.8522,155,70,0.5484,0.4516,0.0000,0,85,70,0,0.5484,True,True
DT_dX_r2,fail,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius > 0.8522 AND obstacle_heading <= -1.5518,155,5,0.9677,0.0323,0.0000,0,150,5,0,0.9677,True,False
DT_dX_r3,fail,initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius > 0.8522 AND obstacle_heading > -1.5518,155,8,0.9484,0.0516,0.0000,0,147,8,0,0.9484,True,False
DT_DNF_dX_fail,fail,(initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius <= 0.8522) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius > 0.8522 AND obstacle_heading <= -1.5518) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed <= 2.278 AND obstacle_radius > 0.8522 AND obstacle_heading > -1.5518) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed <= 1.0953 AND initial_speed > 2.278) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading <= -1.427) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading <= 1.9292 AND obstacle_speed > 1.0953 AND obstacle_heading > -1.427) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed <= 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle <= 2.8882 AND obstacle_heading > 1.9292 AND obstacle_speed > 0.5727) OR (initial_heading_error <= 0.986 AND initial_distance_to_obstacle > 2.8882) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error <= 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading <= -0.6079 AND initial_heading_error > 1.815) OR (initial_heading_error > 0.986 AND obstacle_speed > 0.4865 AND obstacle_heading > -0.6079),155,149,0.0387,0.9613,0.0000,0,6,149,0,0.0387,True,True
RF_t17_r1,fail,initial_heading_error <= 0.986 AND obstacle_speed <= 0.0913,155,7,0.9548,0.0452,0.0000,0,148,7,0,0.9548,True,False
RF_t17_r2,fail,initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle <= 1.4395,155,27,0.8258,0.1742,0.0000,0,128,27,0,0.8258,True,False
RF_t17_r3,fail,initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle > 1.4395 AND obstacle_heading <= 0.2153,155,67,0.5677,0.4323,0.0000,0,88,67,0,0.5677,True,True
RF_t17_r4,fail,initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle > 1.4395 AND obstacle_heading > 0.2153,155,14,0.9097,0.0903,0.0000,0,141,14,0,0.9097,True,False
RF_t17_r5,pass,initial_heading_error > 0.986 AND initial_heading_error <= 1.4633,155,0,1.0000,0.0000,0.9484,8,0,0,147,0.0516,True,False
RF_t17_r6,fail,initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND initial_heading_error <= 1.9973,155,10,0.9355,0.0645,0.0000,0,145,10,0,0.9355,True,False
RF_t17_r7,fail,initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND initial_heading_error > 1.9973,155,22,0.8581,0.1419,0.0000,0,133,22,0,0.8581,True,False
RF_DNF_t17_pass,pass,(initial_heading_error > 0.986 AND initial_heading_error <= 1.4633),155,0,1.0000,0.0000,0.9484,8,0,0,147,0.0516,True,False
RF_DNF_t17_fail,fail,(initial_heading_error <= 0.986 AND obstacle_speed <= 0.0913) OR (initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle <= 1.4395) OR (initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle > 1.4395 AND obstacle_heading <= 0.2153) OR (initial_heading_error <= 0.986 AND obstacle_speed > 0.0913 AND initial_distance_to_obstacle > 1.4395 AND obstacle_heading > 0.2153) OR (initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND initial_heading_error <= 1.9973) OR (initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND initial_heading_error > 1.9973),155,147,0.0516,0.9484,0.0000,0,8,147,0,0.0516,True,True
RF_t28_r1,fail,initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading <= -1.0926 AND initial_distance_to_obstacle <= 2.0055,155,9,0.9419,0.0581,0.0000,0,146,9,0,0.9419,True,False
RF_t28_r2,fail,initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading <= -1.0926 AND initial_distance_to_obstacle > 2.0055,155,10,0.9355,0.0645,0.0000,0,145,10,0,0.9355,True,False
RF_t28_r3,fail,initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading > -1.0926,155,12,0.9226,0.0774,0.0000,0,143,12,0,0.9226,True,False
RF_t28_r4,fail,initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed <= 2.2711 AND obstacle_heading <= 2.4288,155,70,0.5484,0.4516,0.0000,0,85,70,0,0.5484,True,True
RF_t28_r5,fail,initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed <= 2.2711 AND obstacle_heading > 2.4288,155,4,0.9742,0.0258,0.0000,0,151,4,0,0.9742,True,False
RF_t28_r6,fail,initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed > 2.2711 AND initial_speed <= 2.3621,155,3,0.9806,0.0194,0.0000,0,152,3,0,0.9806,True,False
RF_t28_r7,fail,initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed > 2.2711 AND initial_speed > 2.3621,155,7,0.9548,0.0452,0.0000,0,148,7,0,0.9548,True,False
RF_t28_r9,fail,initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND obstacle_heading <= -1.0401,155,18,0.8839,0.1161,0.0000,0,137,18,0,0.8839,True,False
RF_t28_r10,fail,initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND obstacle_heading > -1.0401,155,14,0.9097,0.0903,0.0000,0,141,14,0,0.9097,True,False
RF_DNF_t28_fail,fail,(initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading <= -1.0926 AND initial_distance_to_obstacle <= 2.0055) OR (initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading <= -1.0926 AND initial_distance_to_obstacle > 2.0055) OR (initial_heading_error <= 0.986 AND initial_heading_error <= -1.4638 AND obstacle_heading > -1.0926) OR (initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed <= 2.2711 AND obstacle_heading <= 2.4288) OR (initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed <= 2.2711 AND obstacle_heading > 2.4288) OR (initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed > 2.2711 AND initial_speed <= 2.3621) OR (initial_heading_error <= 0.986 AND initial_heading_error > -1.4638 AND initial_speed > 2.2711 AND initial_speed > 2.3621) OR (initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND obstacle_heading <= -1.0401) OR (initial_heading_error > 0.986 AND initial_heading_error > 1.4633 AND obstacle_heading > -1.0401),155,147,0.0516,0.9484,0.0000,0,8,147,0,0.0516,True,True
RF_t58_r1,fail,initial_heading_error <= 0.9771 AND obstacle_heading <= 0.2202 AND obstacle_speed <= 1.0773,155,81,0.4774,0.5226,0.0000,0,74,81,0,0.4774,True,True
RF_t58_r2,fail,initial_heading_error <= 0.9771 AND obstacle_heading <= 0.2202 AND obstacle_speed > 1.0773,155,6,0.9613,0.0387,0.0000,0,149,6,0,0.9613,True,False
RF_t58_r3,fail,initial_heading_error <= 0.9771 AND obstacle_heading > 0.2202 AND obstacle_speed <= 0.6532,155,14,0.9097,0.0903,0.0000,0,141,14,0,0.9097,True,False
RF_t58_r4,fail,initial_heading_error <= 0.9771 AND obstacle_heading > 0.2202 AND obstacle_speed > 0.6532,155,14,0.9097,0.0903,0.0000,0,141,14,0,0.9097,True,False
RF_t58_r5,pass,initial_heading_error > 0.9771 AND initial_heading_error <= 1.278,155,0,1.0000,0.0000,0.9677,5,0,0,150,0.0323,True,False
RF_t58_r6,fail,initial_heading_error > 0.9771 AND initial_heading_error > 1.278 AND initial_distance_to_obstacle <= 1.9725,155,20,0.8710,0.1290,0.0000,0,135,20,0,0.8710,True,False
RF_t58_r7,fail,initial_heading_error > 0.9771 AND initial_heading_error > 1.278 AND initial_distance_to_obstacle > 1.9725,155,15,0.9032,0.0968,0.0000,0,140,15,0,0.9032,True,False
RF_DNF_t58_pass,pass,(initial_heading_error > 0.9771 AND initial_heading_error <= 1.278),155,0,1.0000,0.0000,0.9677,5,0,0,150,0.0323,True,False
RF_DNF_t58_fail,fail,(initial_heading_error <= 0.9771 AND obstacle_heading <= 0.2202 AND obstacle_speed <= 1.0773) OR (initial_heading_error <= 0.9771 AND obstacle_heading <= 0.2202 AND obstacle_speed > 1.0773) OR (initial_heading_error <= 0.9771 AND obstacle_heading > 0.2202 AND obstacle_speed <= 0.6532) OR (initial_heading_error <= 0.9771 AND obstacle_heading > 0.2202 AND obstacle_speed > 0.6532) OR (initial_heading_error > 0.9771 AND initial_heading_error > 1.278 AND initial_distance_to_obstacle <= 1.9725) OR (initial_heading_error > 0.9771 AND initial_heading_error > 1.278 AND initial_distance_to_obstacle > 1.9725),155,150,0.0323,0.9677,0.0000,0,5,150,0,0.0323,True,True
RF_t79_r1,fail,obstacle_speed <= 0.3141 AND initial_distance_to_obstacle <= 2.2849 AND obstacle_heading <= -0.3483,155,10,0.9355,0.0645,0.0000,0,145,10,0,0.9355,True,False
RF_t79_r2,fail,obstacle_speed <= 0.3141 AND initial_distance_to_obstacle <= 2.2849 AND obstacle_heading > -0.3483,155,11,0.9290,0.0710,0.0000,0,144,11,0,0.9290,True,False
RF_t79_r3,pass,obstacle_speed <= 0.3141 AND initial_distance_to_obstacle > 2.2849,155,0,1.0000,0.0000,0.9419,9,0,0,146,0.0581,True,False
RF_t79_r4,fail,obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error <= 0.9771,155,81,0.4774,0.5226,0.0000,0,74,81,0,0.4774,True,True
RF_t79_r5,pass,obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error > 0.9771 AND initial_heading_error <= 1.4854,155,0,1.0000,0.0000,0.9484,8,0,0,147,0.0516,True,False
RF_t79_r6,fail,obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error > 0.9771 AND initial_heading_error > 1.4854,155,26,0.8323,0.1677,0.0000,0,129,26,0,0.8323,True,False
RF_t79_r7,fail,obstacle_speed > 0.3141 AND obstacle_speed > 1.0953 AND obstacle_speed <= 1.1682,155,5,0.9677,0.0323,0.0000,0,150,5,0,0.9677,True,False
RF_t79_r8,fail,obstacle_speed > 0.3141 AND obstacle_speed > 1.0953 AND obstacle_speed > 1.1682,155,5,0.9677,0.0323,0.0000,0,150,5,0,0.9677,True,False
RF_DNF_t79_pass,pass,(obstacle_speed <= 0.3141 AND initial_distance_to_obstacle > 2.2849) OR (obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error > 0.9771 AND initial_heading_error <= 1.4854),155,0,1.0000,0.0000,0.8903,17,0,0,138,0.1097,True,False
RF_DNF_t79_fail,fail,(obstacle_speed <= 0.3141 AND initial_distance_to_obstacle <= 2.2849 AND obstacle_heading <= -0.3483) OR (obstacle_speed <= 0.3141 AND initial_distance_to_obstacle <= 2.2849 AND obstacle_heading > -0.3483) OR (obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error <= 0.9771) OR (obstacle_speed > 0.3141 AND obstacle_speed <= 1.0953 AND initial_heading_error > 0.9771 AND initial_heading_error > 1.4854) OR (obstacle_speed > 0.3141 AND obstacle_speed > 1.0953 AND obstacle_speed <= 1.1682) OR (obstacle_speed > 0.3141 AND obstacle_speed > 1.0953 AND obstacle_speed > 1.1682),155,138,0.1097,0.8903,0.0000,0,17,138,0,0.1097,True,True
RF_t86_r1,fail,obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed <= 0.4698 AND obstacle_radius <= 0.5553,155,14,0.9097,0.0903,0.0000,0,141,14,0,0.9097,True,False
RF_t86_r2,fail,obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed <= 0.4698 AND obstacle_radius > 0.5553,155,30,0.8065,0.1935,0.0000,0,125,30,0,0.8065,True,False
RF_t86_r3,fail,obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed > 0.4698 AND initial_speed <= 1.882,155,78,0.4968,0.5032,0.0000,0,77,78,0,0.4968,True,True
RF_t86_r4,fail,obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed > 0.4698 AND initial_speed > 1.882,155,22,0.8581,0.1419,0.0000,0,133,22,0,0.8581,True,False
RF_t86_r5,fail,obstacle_speed <= 1.172 AND initial_distance_to_obstacle > 2.8598,155,8,0.9484,0.0516,0.0000,0,147,8,0,0.9484,True,False
RF_t86_r6,pass,obstacle_speed > 1.172,155,0,1.0000,0.0000,0.9806,3,0,0,152,0.0194,True,False
RF_DNF_t86_fail,fail,(obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed <= 0.4698 AND obstacle_radius <= 0.5553) OR (obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed <= 0.4698 AND obstacle_radius > 0.5553) OR (obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed > 0.4698 AND initial_speed <= 1.882) OR (obstacle_speed <= 1.172 AND initial_distance_to_obstacle <= 2.8598 AND obstacle_speed > 0.4698 AND initial_speed > 1.882) OR (obstacle_speed <= 1.172 AND initial_distance_to_obstacle > 2.8598),155,152,0.0194,0.9806,0.0000,0,3,152,0,0.0194,True,True
