rule_id,rule_type,rule_text,total_runs,n_mismatches,decisiveness,false_positive_rate,false_negative_rate,true_positives,true_negatives,false_positives,false_negatives,accuracy,grammar_valid,meets_criteria
RF_DNF_t19_pass,pass,(obstacle_radius <= 0.8762 AND initial_heading_error <= 0.8236 AND initial_distance_to_obstacle <= 2.2733 AND initial_heading_error <= -0.8937) OR (obstacle_radius <= 0.8762 AND initial_heading_error <= 0.8236 AND initial_distance_to_obstacle > 2.2733 AND initial_heading_error <= -0.7341) OR (obstacle_radius <= 0.8762 AND initial_heading_error > 0.8236),157,0,1.0000,0.0000,0.6178,60,0,0,97,0.3822,True,False
RF_DNF_t19_fail,fail,(obstacle_radius <= 0.8762 AND initial_heading_error <= 0.8236 AND initial_distance_to_obstacle <= 2.2733 AND initial_heading_error > -0.8937) OR (obstacle_radius <= 0.8762 AND initial_heading_error <= 0.8236 AND initial_distance_to_obstacle > 2.2733 AND initial_heading_error > -0.7341) OR (obstacle_radius > 0.8762 AND obstacle_radius <= 0.9671) OR (obstacle_radius > 0.8762 AND obstacle_radius > 0.9671),157,97,0.3822,0.6178,0.0000,0,60,97,0,0.3822,True,True
RF_t30_r1,pass,initial_heading_error <= 0.6854 AND obstacle_radius <= 0.8169 AND initial_heading_error <= -0.963 AND initial_distance_to_obstacle <= 1.406,157,0,1.0000,0.0000,0.9490,8,0,0,149,0.0510,True,False
RF_t30_r2,pass,initial_heading_error <= 0.6854 AND obstacle_radius <= 0.8169 AND initial_heading_error <= -0.963 AND initial_distance_to_obstacle > 1.406,157,0,1.0000,0.0000,0.8854,18,0,0,139,0.1146,True,False
RF_t30_r3,fail,initial_heading_error <= 0.6854 AND obstacle_radius <= 0.8169 AND initial_heading_error > -0.963 AND initial_heading_error <= -0.6009,157,12,0.9236,0.0764,0.0000,0,145,12,0,0.9236,True,False
RF_t30_r4,fail,initial_heading_error <= 0.6854 AND obstacle_radius <= 0.8169 AND initial_heading_error > -0.963 AND initial_heading_error > -0.6009,157,58,0.6306,0.3694,0.0000,0,99,58,0,0.6306,True,True
RF_t30_r5,fail,initial_heading_error <= 0.6854 AND obstacle_radius > 0.8169,157,32,0.7962,0.2038,0.0000,0,125,32,0,0.7962,True,True
RF_t30_r6,pass,initial_heading_error > 0.6854,157,0,1.0000,0.0000,0.8153,29,0,0,128,0.1847,True,False
RF_DNF_t30_pass,pass,(initial_heading_error <= 0.6854 AND obstacle_radius <= 0.8169 AND initial_heading_error <= -0.963 AND initial_distance_to_obstacle <= 1.406) OR (initial_heading_error <= 0.6854 AND obstacle_radius <= 0.8169 AND initial_heading_error <= -0.963 AND initial_distance_to_obstacle > 1.406) OR initial_heading_error > 0.6854,157,0,1.0000,0.0000,0.6497,55,0,0,102,0.3503,True,False
RF_DNF_t30_fail,fail,(initial_heading_error <= 0.6854 AND obstacle_radius <= 0.8169 AND initial_heading_error > -0.963 AND initial_heading_error <= -0.6009) OR (initial_heading_error <= 0.6854 AND obstacle_radius <= 0.8169 AND initial_heading_error > -0.963 AND initial_heading_error > -0.6009) OR (initial_heading_error <= 0.6854 AND obstacle_radius > 0.8169),157,102,0.3503,0.6497,0.0000,0,55,102,0,0.3503,True,True
RF_t11_r1,pass,initial_heading_error <= 0.8236 AND initial_heading_error <= -1.0271 AND initial_distance_to_obstacle <= 0.969,157,0,1.0000,0.0000,0.9682,5,0,0,152,0.0318,True,False
RF_t11_r2,pass,initial_heading_error <= 0.8236 AND initial_heading_error <= -1.0271 AND initial_distance_to_obstacle > 0.969,157,0,1.0000,0.0000,0.8662,21,0,0,136,0.1338,True,False
RF_t11_r3,fail,initial_heading_error <= 0.8236 AND initial_heading_error > -1.0271 AND initial_heading_error <= -0.7341,157,14,0.9108,0.0892,0.0000,0,143,14,0,0.9108,True,False
RF_t11_r4,fail,initial_heading_error <= 0.8236 AND initial_heading_error > -1.0271 AND initial_heading_error > -0.7341 AND initial_speed <= 0.1598,157,7,0.9554,0.0446,0.0000,0,150,7,0,0.9554,True,False
RF_t11_r5,fail,initial_heading_error <= 0.8236 AND initial_heading_error > -1.0271 AND initial_heading_error > -0.7341 AND initial_speed > 0.1598,157,81,0.4841,0.5159,0.0000,0,76,81,0,0.4841,True,True
RF_DNF_t11_pass,pass,(initial_heading_error <= 0.8236 AND initial_heading_error <= -1.0271 AND initial_distance_to_obstacle <= 0.969) OR (initial_heading_error <= 0.8236 AND initial_heading_error <= -1.0271 AND initial_distance_to_obstacle > 0.969) OR initial_heading_error > 0.8236,157,0,1.0000,0.0000,0.6497,55,0,0,102,0.3503,True,False
RF_DNF_t11_fail,fail,(initial_heading_error <= 0.8236 AND initial_heading_error > -1.0271 AND initial_heading_error <= -0.7341) OR (initial_heading_error <= 0.8236 AND initial_heading_error > -1.0271 AND initial_heading_error > -0.7341 AND initial_speed <= 0.1598) OR (initial_heading_error <= 0.8236 AND initial_heading_error > -1.0271 AND initial_heading_error > -0.7341 AND initial_speed > 0.1598),157,102,0.3503,0.6497,0.0000,0,55,102,0,0.3503,True,True
RF_t13_r1,pass,initial_heading_error <= -1.0574 AND initial_speed <= 1.2372,157,0,1.0000,0.0000,0.9363,10,0,0,147,0.0637,True,False
RF_t13_r2,pass,initial_heading_error <= -1.0574 AND initial_speed > 1.2372,157,0,1.0000,0.0000,0.8981,16,0,0,141,0.1019,True,False
RF_t13_r3,fail,initial_heading_error > -1.0574 AND obstacle_radius <= 0.5504 AND initial_heading_error <= 0.6346 AND obstacle_radius <= 0.4199,157,9,0.9427,0.0573,0.0000,0,148,9,0,0.9427,True,False
RF_t13_r4,fail,initial_heading_error > -1.0574 AND obstacle_radius <= 0.5504 AND initial_heading_error <= 0.6346 AND obstacle_radius > 0.4199,157,19,0.8790,0.1210,0.0000,0,138,19,0,0.8790,True,False
RF_t13_r5,pass,initial_heading_error > -1.0574 AND obstacle_radius <= 0.5504 AND initial_heading_error > 0.6346,157,0,1.0000,0.0000,0.9363,10,0,0,147,0.0637,True,False
RF_t13_r6,fail,initial_heading_error > -1.0574 AND obstacle_radius > 0.5504 AND initial_distance_to_obstacle <= 2.0298 AND initial_heading_error <= 0.7062,157,39,0.7516,0.2484,0.0000,0,118,39,0,0.7516,True,True
RF_t13_r7,pass,initial_heading_error > -1.0574 AND obstacle_radius > 0.5504 AND initial_distance_to_obstacle <= 2.0298 AND initial_heading_error > 0.7062,157,0,1.0000,0.0000,0.8917,17,0,0,140,0.1083,True,False
RF_t13_r8,fail,initial_heading_error > -1.0574 AND obstacle_radius > 0.5504 AND initial_distance_to_obstacle > 2.0298,157,37,0.7643,0.2357,0.0000,0,120,37,0,0.7643,True,True
RF_DNF_t13_pass,pass,(initial_heading_error <= -1.0574 AND initial_speed <= 1.2372) OR (initial_heading_error <= -1.0574 AND initial_speed > 1.2372) OR (initial_heading_error > -1.0574 AND obstacle_radius <= 0.5504 AND initial_heading_error > 0.6346) OR (initial_heading_error > -1.0574 AND obstacle_radius > 0.5504 AND initial_distance_to_obstacle <= 2.0298 AND initial_heading_error > 0.7062),157,0,1.0000,0.0000,0.6624,53,0,0,104,0.3376,True,False
RF_DNF_t13_fail,fail,(initial_heading_error > -1.0574 AND obstacle_radius <= 0.5504 AND initial_heading_error <= 0.6346 AND obstacle_radius <= 0.4199) OR (initial_heading_error > -1.0574 AND obstacle_radius <= 0.5504 AND initial_heading_error <= 0.6346 AND obstacle_radius > 0.4199) OR (initial_heading_error > -1.0574 AND obstacle_radius > 0.5504 AND initial_distance_to_obstacle <= 2.0298 AND initial_heading_error <= 0.7062) OR (initial_heading_error > -1.0574 AND obstacle_radius > 0.5504 AND initial_distance_to_obstacle > 2.0298),157,104,0.3376,0.6624,0.0000,0,53,104,0,0.3376,True,True
