rule_id,rule_type,rule_text,total_runs,n_mismatches,decisiveness,false_positive_rate,false_negative_rate,true_positives,true_negatives,false_positives,false_negatives,accuracy,grammar_valid,meets_criteria
DT_d4_r4,fail,obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854,141,48,0.6596,0.3404,0.0000,0,93,48,0,0.6596,True,True
DT_d4_r5,pass,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND initial_speed <= 2.1176 AND initial_speed <= 0.6596,141,0,1.0000,0.0000,0.9574,6,0,0,135,0.0426,True,False
DT_d4_r6,fail,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND initial_speed <= 2.1176 AND initial_speed > 0.6596,141,7,0.9504,0.0496,0.0000,0,134,7,0,0.9504,True,False
DT_d4_r9,pass,obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading <= 1.0668,141,0,1.0000,0.0000,0.9504,7,0,0,134,0.0496,True,False
DT_d4_r10,fail,obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading > 1.0668,141,14,0.9007,0.0993,0.0000,0,127,14,0,0.9007,True,False
DT_d4_r11,pass,obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_speed <= 0.4286,141,0,1.0000,0.0000,0.9645,5,0,0,136,0.0355,True,False
DT_d4_r12,pass,obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_speed > 0.4286,141,0,1.0000,0.0000,0.9220,11,0,0,130,0.0780,True,False
DT_DNF_d4_pass,pass,(obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius <= 0.475 AND obstacle_heading <= -1.7858) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND initial_speed <= 2.1176 AND initial_speed <= 0.6596) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND initial_speed > 2.1176) OR (obstacle_heading > 0.2668 AND initial_heading_error <= -0.9853) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading <= 1.0668) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_speed <= 0.4286) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_speed > 0.4286),141,0,1.0000,0.0000,0.6028,56,0,0,85,0.3972,True,False
DT_DNF_d4_fail,fail,(obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius <= 0.475 AND obstacle_heading > -1.7858) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed <= 0.1854) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND initial_speed <= 2.1176 AND initial_speed > 0.6596) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading > 1.0668),141,85,0.3972,0.6028,0.0000,0,56,85,0,0.3972,True,True
DT_d5_r4,fail,obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error <= 0.4183,141,41,0.7092,0.2908,0.0000,0,100,41,0,0.7092,True,True
DT_d5_r5,fail,obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error > 0.4183,141,7,0.9504,0.0496,0.0000,0,134,7,0,0.9504,True,False
DT_d5_r6,pass,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_heading <= -1.8501,141,0,1.0000,0.0000,0.9433,8,0,0,133,0.0567,True,False
DT_d5_r7,fail,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_heading > -1.8501 AND obstacle_speed <= 0.9866 AND obstacle_speed <= 0.6397,141,4,0.9716,0.0284,0.0000,0,137,4,0,0.9716,True,False
DT_d5_r8,fail,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_heading > -1.8501 AND obstacle_speed <= 0.9866 AND obstacle_speed > 0.6397,141,3,0.9787,0.0213,0.0000,0,138,3,0,0.9787,True,False
DT_d5_r9,pass,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_heading > -1.8501 AND obstacle_speed > 0.9866,141,0,1.0000,0.0000,0.9716,4,0,0,137,0.0284,True,False
DT_d5_r12,fail,obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading > 1.0668 AND initial_distance_to_obstacle <= 2.4835,141,8,0.9433,0.0567,0.0000,0,133,8,0,0.9433,True,False
DT_d5_r13,fail,obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading > 1.0668 AND initial_distance_to_obstacle > 2.4835,141,6,0.9574,0.0426,0.0000,0,135,6,0,0.9574,True,False
DT_DNF_d5_pass,pass,(obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius <= 0.475 AND obstacle_heading <= -1.7858) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_heading <= -1.8501) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_heading > -1.8501 AND obstacle_speed > 0.9866) OR (obstacle_heading > 0.2668 AND initial_heading_error <= -0.9853) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading <= 1.0668) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_speed <= 0.4286) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_speed > 0.4286),141,0,1.0000,0.0000,0.6028,56,0,0,85,0.3972,True,False
DT_DNF_d5_fail,fail,(obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius <= 0.475 AND obstacle_heading > -1.7858) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed <= 0.1854) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error <= 0.4183) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error > 0.4183) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_heading > -1.8501 AND obstacle_speed <= 0.9866 AND obstacle_speed <= 0.6397) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_heading > -1.8501 AND obstacle_speed <= 0.9866 AND obstacle_speed > 0.6397) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading > 1.0668 AND initial_distance_to_obstacle <= 2.4835) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading > 1.0668 AND initial_distance_to_obstacle > 2.4835),141,85,0.3972,0.6028,0.0000,0,56,85,0,0.3972,True,True
DT_dX_r4,fail,obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error <= 0.4183 AND obstacle_radius <= 0.6038 AND obstacle_radius <= 0.5618,141,11,0.9220,0.0780,0.0000,0,130,11,0,0.9220,True,False
DT_dX_r5,fail,obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error <= 0.4183 AND obstacle_radius <= 0.6038 AND obstacle_radius > 0.5618,141,2,0.9858,0.0142,0.0000,0,139,2,0,0.9858,True,False
DT_dX_r6,fail,obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error <= 0.4183 AND obstacle_radius > 0.6038,141,28,0.8014,0.1986,0.0000,0,113,28,0,0.8014,True,False
DT_dX_r8,pass,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_speed <= 1.09 AND obstacle_heading <= -1.937,141,0,1.0000,0.0000,0.9645,5,0,0,136,0.0355,True,False
DT_dX_r9,fail,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_speed <= 1.09 AND obstacle_heading > -1.937 AND obstacle_speed <= 0.6397,141,4,0.9716,0.0284,0.0000,0,137,4,0,0.9716,True,False
DT_dX_r10,fail,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_speed <= 1.09 AND obstacle_heading > -1.937 AND obstacle_speed > 0.6397,141,4,0.9716,0.0284,0.0000,0,137,4,0,0.9716,True,False
DT_dX_r11,pass,obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_speed > 1.09,141,0,1.0000,0.0000,0.9574,6,0,0,135,0.0426,True,False
DT_dX_r16,pass,obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_heading <= 1.1163,141,0,1.0000,0.0000,0.9574,6,0,0,135,0.0426,True,False
DT_dX_r17,pass,obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_heading > 1.1163,141,0,1.0000,0.0000,0.9291,10,0,0,131,0.0709,True,False
DT_DNF_dX_pass,pass,(obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius <= 0.475 AND obstacle_heading <= -1.7858) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_speed <= 1.09 AND obstacle_heading <= -1.937) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_speed > 1.09) OR (obstacle_heading > 0.2668 AND initial_heading_error <= -0.9853) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading <= 1.0668) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_heading <= 1.1163) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.0352 AND obstacle_heading > 1.1163),141,0,1.0000,0.0000,0.6099,55,0,0,86,0.3901,True,False
DT_DNF_dX_fail,fail,(obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius <= 0.475 AND obstacle_heading > -1.7858) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed <= 0.1854) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error <= 0.4183 AND obstacle_radius <= 0.6038 AND obstacle_radius <= 0.5618) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error <= 0.4183 AND obstacle_radius <= 0.6038 AND obstacle_radius > 0.5618) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error <= 0.4183 AND obstacle_radius > 0.6038) OR (obstacle_heading <= 0.2668 AND initial_heading_error <= 1.0664 AND obstacle_radius > 0.475 AND obstacle_speed > 0.1854 AND initial_heading_error > 0.4183) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_speed <= 1.09 AND obstacle_heading > -1.937 AND obstacle_speed <= 0.6397) OR (obstacle_heading <= 0.2668 AND initial_heading_error > 1.0664 AND obstacle_speed <= 1.09 AND obstacle_heading > -1.937 AND obstacle_speed > 0.6397) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading > 1.0668 AND initial_distance_to_obstacle <= 2.4835) OR (obstacle_heading > 0.2668 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.0352 AND obstacle_heading > 1.0668 AND initial_distance_to_obstacle > 2.4835),141,86,0.3901,0.6099,0.0000,0,55,86,0,0.3901,True,True
RF_t1_r1,fail,obstacle_heading <= 0.4787 AND obstacle_speed <= 0.9887 AND obstacle_speed <= 0.2314,141,16,0.8865,0.1135,0.0000,0,125,16,0,0.8865,True,False
RF_t1_r2,fail,obstacle_heading <= 0.4787 AND obstacle_speed <= 0.9887 AND obstacle_speed > 0.2314 AND initial_distance_to_obstacle <= 2.6699,141,56,0.6028,0.3972,0.0000,0,85,56,0,0.6028,True,True
RF_t1_r3,fail,obstacle_heading <= 0.4787 AND obstacle_speed <= 0.9887 AND obstacle_speed > 0.2314 AND initial_distance_to_obstacle > 2.6699,141,12,0.9149,0.0851,0.0000,0,129,12,0,0.9149,True,False
RF_t1_r4,fail,obstacle_heading <= 0.4787 AND obstacle_speed > 0.9887 AND obstacle_heading <= -1.0646 AND obstacle_heading <= -1.7867,141,6,0.9574,0.0426,0.0000,0,135,6,0,0.9574,True,False
RF_t1_r5,fail,obstacle_heading <= 0.4787 AND obstacle_speed > 0.9887 AND obstacle_heading <= -1.0646 AND obstacle_heading > -1.7867,141,2,0.9858,0.0142,0.0000,0,139,2,0,0.9858,True,False
RF_t1_r6,pass,obstacle_heading <= 0.4787 AND obstacle_speed > 0.9887 AND obstacle_heading > -1.0646,141,0,1.0000,0.0000,0.9787,3,0,0,138,0.0213,True,False
RF_t1_r7,fail,obstacle_heading > 0.4787 AND initial_distance_to_obstacle <= 1.2118,141,5,0.9645,0.0355,0.0000,0,136,5,0,0.9645,True,False
RF_t1_r8,pass,obstacle_heading > 0.4787 AND initial_distance_to_obstacle > 1.2118 AND initial_heading_error <= 0.9891 AND initial_heading_error <= 0.0388,141,0,1.0000,0.0000,0.8582,20,0,0,121,0.1418,True,False
RF_t1_r9,fail,obstacle_heading > 0.4787 AND initial_distance_to_obstacle > 1.2118 AND initial_heading_error <= 0.9891 AND initial_heading_error > 0.0388,141,7,0.9504,0.0496,0.0000,0,134,7,0,0.9504,True,False
RF_t1_r10,pass,obstacle_heading > 0.4787 AND initial_distance_to_obstacle > 1.2118 AND initial_heading_error > 0.9891,141,0,1.0000,0.0000,0.9007,14,0,0,127,0.0993,True,False
RF_DNF_t1_pass,pass,(obstacle_heading <= 0.4787 AND obstacle_speed > 0.9887 AND obstacle_heading > -1.0646) OR (obstacle_heading > 0.4787 AND initial_distance_to_obstacle > 1.2118 AND initial_heading_error <= 0.9891 AND initial_heading_error <= 0.0388) OR (obstacle_heading > 0.4787 AND initial_distance_to_obstacle > 1.2118 AND initial_heading_error > 0.9891),141,0,1.0000,0.0000,0.7376,37,0,0,104,0.2624,True,False
RF_DNF_t1_fail,fail,(obstacle_heading <= 0.4787 AND obstacle_speed <= 0.9887 AND obstacle_speed <= 0.2314) OR (obstacle_heading <= 0.4787 AND obstacle_speed <= 0.9887 AND obstacle_speed > 0.2314 AND initial_distance_to_obstacle <= 2.6699) OR (obstacle_heading <= 0.4787 AND obstacle_speed <= 0.9887 AND obstacle_speed > 0.2314 AND initial_distance_to_obstacle > 2.6699) OR (obstacle_heading <= 0.4787 AND obstacle_speed > 0.9887 AND obstacle_heading <= -1.0646 AND obstacle_heading <= -1.7867) OR (obstacle_heading <= 0.4787 AND obstacle_speed > 0.9887 AND obstacle_heading <= -1.0646 AND obstacle_heading > -1.7867) OR (obstacle_heading > 0.4787 AND initial_distance_to_obstacle <= 1.2118) OR (obstacle_heading > 0.4787 AND initial_distance_to_obstacle > 1.2118 AND initial_heading_error <= 0.9891 AND initial_heading_error > 0.0388),141,104,0.2624,0.7376,0.0000,0,37,104,0,0.2624,True,True
RF_t94_r1,fail,obstacle_heading <= 0.2444 AND obstacle_speed <= 1.1122 AND initial_heading_error <= 0.1623 AND initial_heading_error <= -2.5155,141,6,0.9574,0.0426,0.0000,0,135,6,0,0.9574,True,False
RF_t94_r2,fail,obstacle_heading <= 0.2444 AND obstacle_speed <= 1.1122 AND initial_heading_error <= 0.1623 AND initial_heading_error > -2.5155,141,53,0.6241,0.3759,0.0000,0,88,53,0,0.6241,True,True
RF_t94_r3,pass,obstacle_heading <= 0.2444 AND obstacle_speed <= 1.1122 AND initial_heading_error > 0.1623 AND obstacle_heading <= -2.7375,141,0,1.0000,0.0000,0.9716,4,0,0,137,0.0284,True,False
RF_t94_r4,fail,obstacle_heading <= 0.2444 AND obstacle_speed <= 1.1122 AND initial_heading_error > 0.1623 AND obstacle_heading > -2.7375,141,20,0.8582,0.1418,0.0000,0,121,20,0,0.8582,True,False
RF_t94_r5,pass,obstacle_heading <= 0.2444 AND obstacle_speed > 1.1122 AND obstacle_speed <= 1.1513,141,0,1.0000,0.0000,0.9787,3,0,0,138,0.0213,True,False
RF_t94_r6,fail,obstacle_heading <= 0.2444 AND obstacle_speed > 1.1122 AND obstacle_speed > 1.1513,141,1,0.9929,0.0071,0.0000,0,140,1,0,0.9929,True,False
RF_t94_r7,pass,obstacle_heading > 0.2444 AND initial_heading_error <= -0.9853,141,0,1.0000,0.0000,0.8794,17,0,0,124,0.1206,True,False
RF_t94_r8,fail,obstacle_heading > 0.2444 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.2608 AND initial_speed <= 1.1633,141,17,0.8794,0.1206,0.0000,0,124,17,0,0.8794,True,False
RF_t94_r9,fail,obstacle_heading > 0.2444 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.2608 AND initial_speed > 1.1633,141,5,0.9645,0.0355,0.0000,0,136,5,0,0.9645,True,False
RF_t94_r10,pass,obstacle_heading > 0.2444 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.2608,141,0,1.0000,0.0000,0.8936,15,0,0,126,0.1064,True,False
RF_DNF_t94_pass,pass,(obstacle_heading <= 0.2444 AND obstacle_speed <= 1.1122 AND initial_heading_error > 0.1623 AND obstacle_heading <= -2.7375) OR (obstacle_heading <= 0.2444 AND obstacle_speed > 1.1122 AND obstacle_speed <= 1.1513) OR (obstacle_heading > 0.2444 AND initial_heading_error <= -0.9853) OR (obstacle_heading > 0.2444 AND initial_heading_error > -0.9853 AND initial_heading_error > 1.2608),141,0,1.0000,0.0000,0.7234,39,0,0,102,0.2766,True,False
RF_DNF_t94_fail,fail,(obstacle_heading <= 0.2444 AND obstacle_speed <= 1.1122 AND initial_heading_error <= 0.1623 AND initial_heading_error <= -2.5155) OR (obstacle_heading <= 0.2444 AND obstacle_speed <= 1.1122 AND initial_heading_error <= 0.1623 AND initial_heading_error > -2.5155) OR (obstacle_heading <= 0.2444 AND obstacle_speed <= 1.1122 AND initial_heading_error > 0.1623 AND obstacle_heading > -2.7375) OR (obstacle_heading <= 0.2444 AND obstacle_speed > 1.1122 AND obstacle_speed > 1.1513) OR (obstacle_heading > 0.2444 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.2608 AND initial_speed <= 1.1633) OR (obstacle_heading > 0.2444 AND initial_heading_error > -0.9853 AND initial_heading_error <= 1.2608 AND initial_speed > 1.1633),141,102,0.2766,0.7234,0.0000,0,39,102,0,0.2766,True,True
RF_t16_r1,fail,initial_heading_error <= 1.1877 AND initial_heading_error <= -1.5859 AND obstacle_heading <= 0.15 AND initial_distance_to_obstacle <= 1.9928,141,10,0.9291,0.0709,0.0000,0,131,10,0,0.9291,True,False
RF_t16_r2,pass,initial_heading_error <= 1.1877 AND initial_heading_error <= -1.5859 AND obstacle_heading <= 0.15 AND initial_distance_to_obstacle > 1.9928,141,0,1.0000,0.0000,0.9291,10,0,0,131,0.0709,True,False
RF_t16_r3,pass,initial_heading_error <= 1.1877 AND initial_heading_error <= -1.5859 AND obstacle_heading > 0.15,141,0,1.0000,0.0000,0.9007,14,0,0,127,0.0993,True,False
RF_t16_r4,fail,initial_heading_error <= 1.1877 AND initial_heading_error > -1.5859 AND initial_heading_error <= 0.4183 AND initial_speed <= 0.8804,141,29,0.7943,0.2057,0.0000,0,112,29,0,0.7943,True,True
RF_t16_r5,fail,initial_heading_error <= 1.1877 AND initial_heading_error > -1.5859 AND initial_heading_error <= 0.4183 AND initial_speed > 0.8804,141,33,0.7660,0.2340,0.0000,0,108,33,0,0.7660,True,True
RF_t16_r6,fail,initial_heading_error <= 1.1877 AND initial_heading_error > -1.5859 AND initial_heading_error > 0.4183,141,12,0.9149,0.0851,0.0000,0,129,12,0,0.9149,True,False
RF_t16_r7,pass,initial_heading_error > 1.1877 AND initial_distance_to_obstacle <= 1.6138,141,0,1.0000,0.0000,0.9504,7,0,0,134,0.0496,True,False
RF_t16_r8,fail,initial_heading_error > 1.1877 AND initial_distance_to_obstacle > 1.6138 AND obstacle_heading <= 0.5497 AND initial_distance_to_obstacle <= 2.3715,141,9,0.9362,0.0638,0.0000,0,132,9,0,0.9362,True,False
RF_t16_r9,fail,initial_heading_error > 1.1877 AND initial_distance_to_obstacle > 1.6138 AND obstacle_heading <= 0.5497 AND initial_distance_to_obstacle > 2.3715,141,6,0.9574,0.0426,0.0000,0,135,6,0,0.9574,True,False
RF_t16_r10,pass,initial_heading_error > 1.1877 AND initial_distance_to_obstacle > 1.6138 AND obstacle_heading > 0.5497,141,0,1.0000,0.0000,0.9220,11,0,0,130,0.0780,True,False
RF_DNF_t16_pass,pass,(initial_heading_error <= 1.1877 AND initial_heading_error <= -1.5859 AND obstacle_heading <= 0.15 AND initial_distance_to_obstacle > 1.9928) OR (initial_heading_error <= 1.1877 AND initial_heading_error <= -1.5859 AND obstacle_heading > 0.15) OR (initial_heading_error > 1.1877 AND initial_distance_to_obstacle <= 1.6138) OR (initial_heading_error > 1.1877 AND initial_distance_to_obstacle > 1.6138 AND obstacle_heading > 0.5497),141,0,1.0000,0.0000,0.7021,42,0,0,99,0.2979,True,False
RF_DNF_t16_fail,fail,(initial_heading_error <= 1.1877 AND initial_heading_error <= -1.5859 AND obstacle_heading <= 0.15 AND initial_distance_to_obstacle <= 1.9928) OR (initial_heading_error <= 1.1877 AND initial_heading_error > -1.5859 AND initial_heading_error <= 0.4183 AND initial_speed <= 0.8804) OR (initial_heading_error <= 1.1877 AND initial_heading_error > -1.5859 AND initial_heading_error <= 0.4183 AND initial_speed > 0.8804) OR (initial_heading_error <= 1.1877 AND initial_heading_error > -1.5859 AND initial_heading_error > 0.4183) OR (initial_heading_error > 1.1877 AND initial_distance_to_obstacle > 1.6138 AND obstacle_heading <= 0.5497 AND initial_distance_to_obstacle <= 2.3715) OR (initial_heading_error > 1.1877 AND initial_distance_to_obstacle > 1.6138 AND obstacle_heading <= 0.5497 AND initial_distance_to_obstacle > 2.3715),141,99,0.2979,0.7021,0.0000,0,42,99,0,0.2979,True,True
RF_t63_r1,fail,initial_heading_error <= 1.6066 AND initial_speed <= 0.467 AND obstacle_speed <= 0.8573,141,20,0.8582,0.1418,0.0000,0,121,20,0,0.8582,True,False
RF_t63_r2,pass,initial_heading_error <= 1.6066 AND initial_speed <= 0.467 AND obstacle_speed > 0.8573,141,0,1.0000,0.0000,0.9716,4,0,0,137,0.0284,True,False
RF_t63_r3,fail,initial_heading_error <= 1.6066 AND initial_speed > 0.467 AND initial_heading_error <= -1.0405 AND initial_heading_error <= -2.095,141,17,0.8794,0.1206,0.0000,0,124,17,0,0.8794,True,False
RF_t63_r4,pass,initial_heading_error <= 1.6066 AND initial_speed > 0.467 AND initial_heading_error <= -1.0405 AND initial_heading_error > -2.095,141,0,1.0000,0.0000,0.8794,17,0,0,124,0.1206,True,False
